key,date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter
2019-01-31_WS19028_57.3,2019-01-31,WS19028,57.3,14,14,14,14,14,14,0,14,14,0,14,14,14,14,14,14,14,14
2019-01-31_WS19028_58,2019-01-31,WS19028,58,17,17,17,17,17,17,0,17,17,0,17,17,17,17,17,17,17,17
2019-02-01_WS19028_60,2019-02-01,WS19028,60,7,7,6,7,7,6,0,5,5,0,7,7,7,7,7,6,6,7
2019-02-01_WS19028_64,2019-02-01,WS19028,64,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2019-04-29_WS19119_2,2019-04-29,WS19119,2,6,6,5,6,6,5,0,4,4,0,6,6,6,6,6,5,5,6
2019-04-29_WS19119_9.5,2019-04-29,WS19119,9.5,241,241,241,241,241,241,0,241,241,0,241,241,241,241,241,241,241,239
2019-04-29_WS19119_MR,2019-04-29,WS19119,MR,61,61,61,61,61,61,0,59,59,0,61,61,61,61,61,61,61,61
2019-04-30_WS19119_10,2019-04-30,WS19119,10,4,4,3,4,4,3,0,3,3,0,4,4,4,4,4,3,3,4
2019-04-30_WS19119_12,2019-04-30,WS19119,12,60,60,60,60,60,60,0,59,59,0,60,60,60,60,60,60,60,58
2019-04-30_WS19119_16,2019-04-30,WS19119,16,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3
2019-04-30_WS19119_18,2019-04-30,WS19119,18,17,17,16,17,17,16,0,15,15,0,17,17,17,17,17,16,16,17
2019-04-30_WS19119_21/LK,2019-04-30,WS19119,21/LK,63,63,62,63,63,62,0,60,60,0,63,63,63,63,63,62,62,62
2019-04-30_WS19119_30,2019-04-30,WS19119,30,43,43,42,43,43,42,0,41,41,0,43,43,43,43,43,42,42,42
2019-04-30_WS19119_7,2019-04-30,WS19119,7,3,3,3,3,3,3,0,1,1,0,3,3,3,3,3,3,3,3
2019-04-30_WS19119_9,2019-04-30,WS19119,9,56,56,55,56,56,55,0,54,54,0,56,56,56,56,56,55,55,56
2019-04-30_WS19119_KW1,2019-04-30,WS19119,KW1,16,16,16,16,16,16,0,14,14,0,16,16,16,16,16,16,16,16
2019-04-30_WS19119_KW2,2019-04-30,WS19119,KW2,21,21,21,21,21,21,0,18,18,0,21,21,21,21,21,21,21,21
2019-04-30_WS19119_KW4,2019-04-30,WS19119,KW4,37,37,36,37,37,36,0,34,34,0,37,37,37,37,37,36,36,36
2019-04-30_WS19119_WS,2019-04-30,WS19119,WS,15,15,15,15,15,15,0,15,15,0,15,15,15,15,15,15,15,15
2019-05-01_WS19119_31,2019-05-01,WS19119,31,24,24,24,24,24,24,0,21,21,0,24,24,24,24,24,24,24,24
2019-05-01_WS19119_33,2019-05-01,WS19119,33,11,11,11,11,11,11,0,9,9,0,11,11,11,11,11,11,11,11
2019-05-01_WS19119_CAL1,2019-05-01,WS19119,CAL1,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3
2019-05-01_WS19119_CAL3,2019-05-01,WS19119,CAL3,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13
2019-05-01_WS19119_CAL5,2019-05-01,WS19119,CAL5,29,29,28,29,29,28,0,28,28,0,29,29,29,29,29,28,28,28
2019-05-01_WS19119_CAPTIVA_BLUEHOLE,2019-05-01,WS19119,CAPTIVA,59,59,59,59,59,59,0,56,56,0,59,59,59,59,59,59,59,56
2019-05-01_WS19119_GP4,2019-05-01,WS19119,GP4,34,34,33,34,34,33,0,33,33,0,34,34,34,34,34,33,33,34
2019-05-01_WS19119_GP5,2019-05-01,WS19119,GP5,44,44,44,44,44,44,0,42,42,0,44,44,44,44,44,44,44,44
2019-05-01_WS19119_MUDHOLE,2019-05-01,WS19119,MUDHOLE,17,17,17,17,17,17,0,16,16,0,17,17,17,17,17,17,17,17
2019-05-01_WS19119_RP1,2019-05-01,WS19119,RP1,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6
2019-05-01_WS19119_RP2,2019-05-01,WS19119,RP2,12,12,11,12,12,11,0,11,11,0,12,12,12,12,12,11,11,12
2019-05-01_WS19119_RP3,2019-05-01,WS19119,RP3,17,17,17,17,17,17,0,16,16,0,17,17,17,17,17,17,17,17
2019-05-01_WS19119_RP4,2019-05-01,WS19119,RP4,26,26,25,26,26,25,0,25,25,0,26,26,26,26,26,25,25,26
2019-05-02_WS19119_41,2019-05-02,WS19119,41,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6
2019-05-02_WS19119_45,2019-05-02,WS19119,45,8,8,7,8,8,7,0,6,6,0,8,8,8,8,8,7,7,8
2019-05-02_WS19119_49,2019-05-02,WS19119,49,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3
2019-05-02_WS19119_54,2019-05-02,WS19119,54,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2019-05-02_WS19119_55,2019-05-02,WS19119,55,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2019-05-02_WS19119_57,2019-05-02,WS19119,57,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3
2019-05-02_WS19119_57.1,2019-05-02,WS19119,57.1,4,4,3,4,4,3,0,3,3,0,4,4,4,4,4,3,3,4
2019-05-02_WS19119_57.2,2019-05-02,WS19119,57.2,11,11,11,11,11,11,0,10,10,0,11,11,11,11,11,11,11,11
2019-05-02_WS19119_GP1,2019-05-02,WS19119,GP1,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9
2019-05-02_WS19119_GP2,2019-05-02,WS19119,GP2,17,17,17,17,17,17,0,16,16,0,17,17,17,17,17,17,17,17
2019-05-02_WS19119_GP3,2019-05-02,WS19119,GP3,22,22,21,22,22,21,0,21,21,0,22,22,22,22,22,21,21,22
2019-05-02_WS19119_NAPLESBLUEHOLE,2019-05-02,WS19119,NAPLESBLUEHOLE,33,33,33,33,33,33,0,32,32,0,33,33,33,33,33,33,33,33
2019-05-03_WS19119_57.3,2019-05-03,WS19119,57.3,15,15,15,15,15,15,0,15,15,0,15,15,15,15,15,15,15,15
2019-05-03_WS19119_58,2019-05-03,WS19119,58,17,17,17,17,17,17,0,17,17,0,17,17,17,17,17,17,17,17
2019-05-03_WS19119_60,2019-05-03,WS19119,60,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,2
2019-05-03_WS19119_68,2019-05-03,WS19119,68,4,4,3,4,4,3,0,2,2,0,4,4,4,4,4,3,3,4
2019-07-29_WS19210_2,2019-07-29,WS19210,2,9,9,9,9,9,9,0,7,7,0,9,9,9,9,9,9,9,9
2019-07-29_WS19210_7,2019-07-29,WS19210,7,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2019-07-29_WS19210_MR,2019-07-29,WS19210,MR,61,61,61,61,61,61,0,61,61,0,61,61,61,61,61,61,61,59
2019-07-30_WS19210_10,2019-07-30,WS19210,10,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2019-07-30_WS19210_12,2019-07-30,WS19210,12,53,53,53,53,53,53,0,52,52,0,53,53,53,53,53,53,53,53
2019-07-30_WS19210_16,2019-07-30,WS19210,16,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7
2019-07-30_WS19210_18,2019-07-30,WS19210,18,19,19,18,19,19,18,0,18,18,0,19,19,19,19,19,18,18,19
2019-07-30_WS19210_21/LK,2019-07-30,WS19210,21/LK,68,68,68,68,68,68,0,67,67,0,68,68,68,68,68,68,68,67
2019-07-30_WS19210_30,2019-07-30,WS19210,30,41,41,41,41,41,41,0,41,41,0,41,41,41,41,41,41,41,41
2019-07-30_WS19210_9,2019-07-30,WS19210,9,5,5,5,5,5,5,0,3,3,0,5,5,5,5,5,5,5,5
2019-07-30_WS19210_9.5,2019-07-30,WS19210,9.5,242,242,242,242,242,242,0,242,242,0,242,242,242,242,242,242,242,242
2019-07-30_WS19210_KW1,2019-07-30,WS19210,KW1,11,11,11,11,11,11,0,10,10,0,11,11,11,11,11,11,11,11
2019-07-30_WS19210_KW2,2019-07-30,WS19210,KW2,20,20,20,20,20,20,0,20,20,0,20,20,20,20,20,20,20,20
2019-07-30_WS19210_KW4,2019-07-30,WS19210,KW4,36,36,36,36,36,36,0,36,36,0,36,36,36,36,36,36,36,36
2019-07-30_WS19210_WS,2019-07-30,WS19210,WS,37,37,37,37,37,37,0,36,36,0,37,37,37,37,37,37,37,37
2019-07-31_WS19210_31,2019-07-31,WS19210,31,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,22
2019-07-31_WS19210_33,2019-07-31,WS19210,33,11,11,11,11,11,11,0,11,11,0,11,11,11,11,11,11,11,11
2019-07-31_WS19210_CAL1,2019-07-31,WS19210,CAL1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2019-07-31_WS19210_CAL2,2019-07-31,WS19210,CAL2,8,8,7,8,8,7,0,7,7,0,8,8,8,8,8,7,7,8
2019-07-31_WS19210_CAL3,2019-07-31,WS19210,CAL3,13,13,13,13,13,13,0,12,12,0,13,13,13,13,13,13,13,13
2019-07-31_WS19210_CAL4,2019-07-31,WS19210,CAL4,21,21,21,21,21,21,0,20,20,0,21,21,21,21,21,21,21,21
2019-07-31_WS19210_CAL5,2019-07-31,WS19210,CAL5,29,29,29,29,29,29,0,29,29,0,29,29,29,29,29,29,29,29
2019-07-31_WS19210_GP1,2019-07-31,WS19210,GP1,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2019-07-31_WS19210_GP2,2019-07-31,WS19210,GP2,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15
2019-07-31_WS19210_GP3,2019-07-31,WS19210,GP3,24,24,23,24,24,23,0,22,22,0,24,24,24,24,24,23,23,24
2019-07-31_WS19210_GP4,2019-07-31,WS19210,GP4,31,31,31,31,31,31,0,30,30,0,31,31,31,31,31,31,31,31
2019-07-31_WS19210_GP5,2019-07-31,WS19210,GP5,44,44,43,44,44,43,0,43,43,0,44,44,44,44,44,43,43,44
2019-07-31_WS19210_RP1,2019-07-31,WS19210,RP1,6,6,5,6,6,5,0,5,5,0,6,6,6,6,6,5,5,6
2019-07-31_WS19210_RP2,2019-07-31,WS19210,RP2,12,12,12,12,12,12,0,12,12,0,12,12,12,12,12,12,12,12
2019-07-31_WS19210_RP3,2019-07-31,WS19210,RP3,20,20,19,20,20,19,0,19,19,0,20,20,20,20,20,19,19,20
2019-07-31_WS19210_RP4,2019-07-31,WS19210,RP4,31,31,31,31,31,31,0,30,30,0,31,31,31,31,31,31,31,31
2019-08-01_WS19210_41,2019-08-01,WS19210,41,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4
2019-08-01_WS19210_45,2019-08-01,WS19210,45,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6
2019-08-01_WS19210_51,2019-08-01,WS19210,51,5,5,4,5,5,4,0,3,3,0,5,5,5,5,5,4,4,5
2019-08-01_WS19210_55,2019-08-01,WS19210,55,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2019-08-01_WS19210_56,2019-08-01,WS19210,56,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2019-08-01_WS19210_57,2019-08-01,WS19210,57,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4
2019-08-01_WS19210_57.1,2019-08-01,WS19210,57.1,7,7,7,7,7,7,0,5,5,0,7,7,7,7,7,7,7,7
2019-08-01_WS19210_57.2,2019-08-01,WS19210,57.2,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13
2019-08-01_WS19210_57.3,2019-08-01,WS19210,57.3,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,16
2019-08-01_WS19210_58,2019-08-01,WS19210,58,17,17,17,17,17,17,0,15,15,0,17,17,17,17,17,17,17,17
2019-08-02_WS19210_60,2019-08-02,WS19210,60,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2019-08-02_WS19210_68,2019-08-02,WS19210,68,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2019-09-23_WS19266_2,2019-09-23,WS19266,2,9,9,8,9,9,8,0,7,7,0,9,9,9,9,9,8,8,9
2019-09-23_WS19266_7,2019-09-23,WS19266,7,3,3,2,3,3,2,0,1,1,0,3,3,3,3,3,2,2,3
2019-09-23_WS19266_MR,2019-09-23,WS19266,MR,65,65,64,65,65,64,0,61,61,0,65,65,65,65,65,64,64,65
2019-09-24_WS19266_10,2019-09-24,WS19266,10,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2019-09-24_WS19266_12,2019-09-24,WS19266,12,60,60,59,60,60,59,0,58,58,0,60,60,60,60,60,59,59,59
2019-09-24_WS19266_16,2019-09-24,WS19266,16,7,7,6,7,7,6,0,5,5,0,7,7,7,7,7,6,6,6
2019-09-24_WS19266_18,2019-09-24,WS19266,18,56,56,56,56,56,56,0,55,55,0,56,56,56,56,56,56,56,56
2019-09-24_WS19266_21/LK,2019-09-24,WS19266,21/LK,73,73,73,73,73,73,0,73,73,0,73,73,73,73,73,73,73,71
2019-09-24_WS19266_30,2019-09-24,WS19266,30,44,44,44,44,44,44,0,43,43,0,44,44,44,44,44,44,44,44
2019-09-24_WS19266_9,2019-09-24,WS19266,9,62,62,62,62,62,62,0,60,60,0,62,62,62,62,62,62,62,61
2019-09-24_WS19266_9.5,2019-09-24,WS19266,9.5,244,244,244,244,244,244,0,242,242,0,244,244,244,244,244,244,244,242
2019-09-24_WS19266_KW1,2019-09-24,WS19266,KW1,14,14,13,14,14,13,0,12,12,0,14,14,14,14,14,13,13,14
2019-09-24_WS19266_KW2,2019-09-24,WS19266,KW2,21,21,20,21,21,20,0,19,19,0,21,21,21,21,21,20,20,21
2019-09-24_WS19266_KW4,2019-09-24,WS19266,KW4,39,39,38,39,39,38,0,36,36,0,39,39,39,39,39,38,38,39
2019-09-24_WS19266_WS,2019-09-24,WS19266,WS,34,34,34,34,34,34,0,32,32,0,34,34,34,34,34,34,34,34
2019-09-25_WS19266_31,2019-09-25,WS19266,31,25,25,24,25,25,24,0,23,23,0,25,25,25,25,25,24,24,25
2019-09-25_WS19266_33,2019-09-25,WS19266,33,11,11,11,11,11,11,0,10,10,0,11,11,11,11,11,11,11,11
2019-09-25_WS19266_BG4,2019-09-25,WS19266,BG4,35,35,34,35,35,34,0,33,33,0,35,35,35,35,35,34,34,35
2019-09-25_WS19266_CAL1,2019-09-25,WS19266,CAL1,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2019-09-25_WS19266_CAL2,2019-09-25,WS19266,CAL2,11,11,10,11,11,10,0,9,9,0,11,11,11,11,11,10,10,11
2019-09-25_WS19266_CAL3,2019-09-25,WS19266,CAL3,15,15,15,15,15,15,0,15,15,0,15,15,15,15,15,15,15,15
2019-09-25_WS19266_CAL4,2019-09-25,WS19266,CAL4,20,20,20,20,20,20,0,19,19,0,20,20,20,20,20,20,20,20
2019-09-25_WS19266_CAL5,2019-09-25,WS19266,CAL5,31,31,30,31,31,30,0,29,29,0,31,31,31,31,31,30,30,31
2019-09-25_WS19266_GP5,2019-09-25,WS19266,GP5,45,45,45,45,45,45,0,45,45,0,45,45,45,45,45,45,45,45
2019-09-25_WS19266_RP1,2019-09-25,WS19266,RP1,6,6,5,6,6,5,0,5,5,0,6,6,6,6,6,5,5,6
2019-09-25_WS19266_RP2,2019-09-25,WS19266,RP2,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12
2019-09-25_WS19266_RP3,2019-09-25,WS19266,RP3,18,18,17,18,18,17,0,17,17,0,18,18,18,18,18,17,17,18
2019-09-25_WS19266_RP4,2019-09-25,WS19266,RP4,25,25,25,25,25,25,0,24,24,0,25,25,25,25,25,25,25,25
2019-09-26_WS19266_BG2,2019-09-26,WS19266,BG2,18,18,18,18,18,18,0,18,18,0,18,18,18,18,18,18,18,18
2019-09-26_WS19266_BG3,2019-09-26,WS19266,BG3,28,28,28,28,28,28,0,27,27,0,28,28,28,28,28,28,28,28
2019-09-26_WS19266_V1,2019-09-26,WS19266,V1,9,9,8,9,9,8,0,8,8,0,9,9,9,9,9,8,8,9
2019-09-26_WS19266_V10,2019-09-26,WS19266,V10,93,93,93,93,93,93,0,92,92,0,93,93,93,93,93,93,93,87
2019-09-26_WS19266_V11,2019-09-26,WS19266,V11,104,104,103,104,104,103,0,102,102,0,104,104,104,104,104,103,103,103
2019-09-26_WS19266_V2,2019-09-26,WS19266,V2,16,16,16,16,16,16,0,16,16,0,16,16,16,16,16,16,16,16
2019-09-26_WS19266_V3,2019-09-26,WS19266,V3,28,28,27,28,28,27,0,26,26,0,28,28,28,28,28,27,27,27
2019-09-26_WS19266_V4,2019-09-26,WS19266,V4,36,36,36,36,36,36,0,34,34,0,36,36,36,36,36,36,36,36
2019-09-26_WS19266_V5,2019-09-26,WS19266,V5,46,46,46,46,46,46,0,45,45,0,46,46,46,46,46,46,46,44
2019-09-26_WS19266_V6,2019-09-26,WS19266,V6,51,51,51,51,51,51,0,49,49,0,51,51,51,51,51,51,51,49
2019-09-26_WS19266_V7,2019-09-26,WS19266,V7,58,58,58,58,58,58,0,56,56,0,58,58,58,58,58,58,58,57
2019-09-26_WS19266_V8,2019-09-26,WS19266,V8,63,63,63,63,63,63,0,60,60,0,63,63,63,63,63,63,63,63
2019-09-26_WS19266_V9,2019-09-26,WS19266,V9,77,77,77,77,77,77,0,75,75,0,77,77,77,77,77,77,77,76
2019-09-27_WS19266_TB1,2019-09-27,WS19266,TB1,8,8,7,8,8,7,0,6,6,0,8,8,8,8,8,7,7,8
2019-09-27_WS19266_TB10,2019-09-27,WS19266,TB10,68,68,67,68,68,67,0,67,67,0,68,68,68,68,68,67,67,66
2019-09-27_WS19266_TB11,2019-09-27,WS19266,TB11,87,87,87,87,87,87,0,86,86,0,87,87,87,87,87,87,87,86
2019-09-27_WS19266_TB12,2019-09-27,WS19266,TB12,97,97,97,97,97,97,0,95,95,0,97,97,97,97,97,97,97,96
2019-09-27_WS19266_TB13,2019-09-27,WS19266,TB13,120,120,120,120,120,120,0,118,118,0,120,120,120,120,120,120,120,119
2019-09-27_WS19266_TB2,2019-09-27,WS19266,TB2,18,18,18,18,18,18,0,17,17,0,18,18,18,18,18,18,18,18
2019-09-27_WS19266_TB3,2019-09-27,WS19266,TB3,22,22,22,22,22,22,0,21,21,0,22,22,22,22,22,22,22,22
2019-09-27_WS19266_TB4,2019-09-27,WS19266,TB4,40,40,39,40,40,39,0,39,39,0,40,40,40,40,40,39,39,40
2019-09-27_WS19266_TB5,2019-09-27,WS19266,TB5,56,56,55,56,56,55,0,55,55,0,56,56,56,56,56,55,55,56
2019-09-28_WS19266_42,2019-09-28,WS19266,42,12,12,11,12,12,11,0,11,11,0,12,12,12,12,12,11,11,12
2019-09-28_WS19266_45,2019-09-28,WS19266,45,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7
2019-09-28_WS19266_51,2019-09-28,WS19266,51,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5
2019-09-28_WS19266_53,2019-09-28,WS19266,53,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2019-09-28_WS19266_54,2019-09-28,WS19266,54,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2019-09-28_WS19266_56,2019-09-28,WS19266,56,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2019-09-28_WS19266_57,2019-09-28,WS19266,57,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5
2019-09-28_WS19266_57.1,2019-09-28,WS19266,57.1,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6
2019-09-28_WS19266_57.2,2019-09-28,WS19266,57.2,13,13,13,13,13,13,0,13,13,0,13,13,13,13,13,13,13,13
2019-09-28_WS19266_57.3,2019-09-28,WS19266,57.3,17,17,17,17,17,17,0,16,16,0,17,17,17,17,17,17,17,17
2019-09-28_WS19266_58,2019-09-28,WS19266,58,18,18,18,18,18,18,0,17,17,0,18,18,18,18,18,18,18,18
2019-09-28_WS19266_CAL6,2019-09-28,WS19266,CAL6,53,53,52,53,53,52,0,51,51,0,53,53,53,53,53,52,52,52
2019-09-29_WS19266_60,2019-09-29,WS19266,60,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6
2019-09-29_WS19266_68,2019-09-29,WS19266,68,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2019-11-18_WS19322_2,2019-11-18,WS19322,2,8,8,7,8,8,7,8,6,6,0,8,8,0,0,8,7,7,8
2019-11-18_WS19322_MR,2019-11-18,WS19322,MR,68,68,68,68,68,68,68,66,66,0,68,68,0,0,68,68,68,67
2019-11-19_WS19322_10,2019-11-19,WS19322,10,2,2,2,2,2,2,2,1,1,0,2,2,0,0,2,2,2,2
2019-11-19_WS19322_12,2019-11-19,WS19322,12,58,58,58,58,58,58,58,58,58,0,58,58,0,0,58,58,58,58
2019-11-19_WS19322_16,2019-11-19,WS19322,16,5,5,5,5,5,5,5,3,3,0,5,5,0,0,5,5,5,5
2019-11-19_WS19322_18,2019-11-19,WS19322,18,30,30,30,30,30,30,30,29,29,0,30,30,0,0,30,30,30,30
2019-11-19_WS19322_21/LK,2019-11-19,WS19322,21/LK,67,67,66,67,67,66,67,65,65,0,67,67,0,0,67,66,66,66
2019-11-19_WS19322_7,2019-11-19,WS19322,7,2,2,2,2,2,2,2,1,1,0,2,2,0,0,2,2,2,2
2019-11-19_WS19322_9,2019-11-19,WS19322,9,66,66,65,66,66,65,66,63,63,0,66,66,0,0,66,65,65,64
2019-11-19_WS19322_9.5,2019-11-19,WS19322,9.5,253,253,252,253,253,252,253,251,251,0,253,253,0,0,253,252,252,250
2019-11-19_WS19322_KW1,2019-11-19,WS19322,KW1,13,13,13,13,13,13,13,12,12,0,13,13,0,0,13,13,13,13
2019-11-19_WS19322_KW2,2019-11-19,WS19322,KW2,21,21,20,21,21,20,21,19,19,0,21,21,0,0,21,20,20,21
2019-11-19_WS19322_KW4,2019-11-19,WS19322,KW4,38,38,38,38,38,38,38,37,37,0,38,38,0,0,38,38,38,38
2019-11-19_WS19322_WS,2019-11-19,WS19322,WS,35,35,35,35,35,35,35,34,34,0,35,35,0,0,35,35,35,35
2019-11-20_WS19322_30,2019-11-20,WS19322,30,45,45,45,45,45,45,45,41,41,0,45,45,0,0,45,45,45,43
2019-11-20_WS19322_31,2019-11-20,WS19322,31,26,26,25,26,26,25,26,23,23,0,26,26,0,0,26,25,25,26
2019-11-20_WS19322_33,2019-11-20,WS19322,33,14,14,14,14,14,14,14,12,12,0,14,14,0,0,14,14,14,14
2019-11-20_WS19322_CAL1,2019-11-20,WS19322,CAL1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
2019-11-20_WS19322_CAL2,2019-11-20,WS19322,CAL2,8,8,8,8,8,8,8,7,7,0,8,8,0,0,8,8,8,8
2019-11-20_WS19322_CAL3,2019-11-20,WS19322,CAL3,15,15,14,15,15,14,15,13,13,0,15,15,0,0,15,14,14,15
2019-11-20_WS19322_CAL4,2019-11-20,WS19322,CAL4,18,18,18,18,18,18,18,17,17,0,18,18,0,0,18,18,18,18
2019-11-20_WS19322_CAL5,2019-11-20,WS19322,CAL5,30,30,29,30,30,29,30,28,28,0,30,30,0,0,30,29,29,30
2019-11-20_WS19322_CAL6,2019-11-20,WS19322,CAL6,53,53,52,53,53,52,53,50,50,0,53,53,0,0,53,52,52,52
2019-11-20_WS19322_RP1,2019-11-20,WS19322,RP1,8,8,8,8,8,8,8,7,7,0,8,8,0,0,8,8,8,8
2019-11-20_WS19322_RP2,2019-11-20,WS19322,RP2,12,12,12,12,12,12,12,11,11,0,12,12,0,0,12,12,12,12
2019-11-20_WS19322_RP3,2019-11-20,WS19322,RP3,19,19,18,19,19,18,19,17,17,0,19,19,0,0,19,18,18,19
2019-11-20_WS19322_RP4,2019-11-20,WS19322,RP4,31,31,30,31,31,30,31,29,29,0,31,31,0,0,31,30,30,31
2019-11-21_WS19322_BG2,2019-11-21,WS19322,BG2,18,18,17,18,18,17,18,16,16,0,18,18,0,0,18,17,17,18
2019-11-21_WS19322_BG3,2019-11-21,WS19322,BG3,24,24,24,24,24,24,24,22,22,0,24,24,0,0,24,24,24,24
2019-11-21_WS19322_BG4,2019-11-21,WS19322,BG4,37,37,36,37,37,36,37,35,35,0,37,37,0,0,37,36,36,37
2019-11-21_WS19322_GP5,2019-11-21,WS19322,GP5,48,48,47,48,48,47,48,46,46,0,48,48,0,0,48,47,47,48
2019-11-21_WS19322_TB10,2019-11-21,WS19322,TB10,69,69,68,69,69,68,69,68,68,0,69,69,0,0,69,68,68,68
2019-11-21_WS19322_TB5,2019-11-21,WS19322,TB5,58,58,58,58,58,58,58,56,56,0,58,58,0,0,58,58,58,56
2019-11-21_WS19322_V1,2019-11-21,WS19322,V1,9,9,9,9,9,9,9,8,8,0,9,9,0,0,9,9,9,9
2019-11-21_WS19322_V2,2019-11-21,WS19322,V2,18,18,17,18,18,17,18,17,17,0,18,18,0,0,18,17,17,18
2019-11-21_WS19322_V3,2019-11-21,WS19322,V3,28,28,27,28,28,27,28,26,26,0,28,28,0,0,28,27,27,28
2019-11-21_WS19322_V4,2019-11-21,WS19322,V4,33,33,32,33,33,32,33,31,31,0,33,33,0,0,33,32,32,33
2019-11-21_WS19322_V5,2019-11-21,WS19322,V5,45,45,45,45,45,45,45,43,43,0,45,45,0,0,45,45,45,43
2019-11-21_WS19322_V6,2019-11-21,WS19322,V6,52,52,52,52,52,52,52,50,50,0,52,52,0,0,52,52,52,51
2019-11-21_WS19322_V7,2019-11-21,WS19322,V7,56,56,55,56,56,55,56,54,54,0,56,56,0,0,56,55,55,56
2019-11-21_WS19322_V8,2019-11-21,WS19322,V8,64,64,63,64,64,63,64,62,62,0,64,64,0,0,64,63,63,63
2019-11-21_WS19322_V9,2019-11-21,WS19322,V9,75,75,75,75,75,75,75,73,73,0,75,75,0,0,75,75,75,73
2019-11-22_WS19322_CW1,2019-11-22,WS19322,CW1,5,5,5,5,5,5,5,3,3,0,5,5,0,0,5,5,5,5
2019-11-22_WS19322_CW2,2019-11-22,WS19322,CW2,11,11,10,11,11,10,11,9,9,0,11,11,0,0,11,10,10,11
2019-11-22_WS19322_CW3,2019-11-22,WS19322,CW3,16,16,15,16,16,15,16,14,14,0,16,16,0,0,16,15,15,16
2019-11-22_WS19322_CW4,2019-11-22,WS19322,CW4,29,29,28,29,29,28,29,27,27,0,29,29,0,0,29,28,28,29
2019-11-22_WS19322_CW5,2019-11-22,WS19322,CW5,34,34,34,34,34,34,34,32,32,0,34,34,0,0,34,34,34,34
2019-11-22_WS19322_CW6,2019-11-22,WS19322,CW6,44,44,43,44,44,43,44,43,43,0,44,44,0,0,44,43,43,44
2019-11-22_WS19322_TB1,2019-11-22,WS19322,TB1,9,9,8,9,9,8,9,7,7,0,9,9,0,0,9,8,8,9
2019-11-22_WS19322_TB2,2019-11-22,WS19322,TB2,14,14,14,14,14,14,14,14,14,0,14,14,0,0,14,14,14,14
2019-11-22_WS19322_TB3,2019-11-22,WS19322,TB3,22,22,21,22,22,21,22,21,21,0,22,22,0,0,22,21,21,22
2019-11-22_WS19322_TB4,2019-11-22,WS19322,TB4,44,44,44,44,44,44,44,43,43,0,44,44,0,0,44,44,44,42
