key,date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter
2019-11-22_WS19322_TB6,2019-11-22,WS19322,TB6,4,4,4,4,4,4,4,3,3,0,4,4,0,0,4,4,4,4
2019-11-22_WS19322_TB7,2019-11-22,WS19322,TB7,12,12,12,12,12,12,12,12,12,0,12,12,0,0,12,12,12,12
2019-11-22_WS19322_TB8,2019-11-22,WS19322,TB8,16,16,16,16,16,16,16,15,15,0,16,16,0,0,16,16,16,16
2019-11-22_WS19322_TB9,2019-11-22,WS19322,TB9,31,31,30,31,31,30,31,28,28,0,31,31,0,0,31,30,30,31
2019-11-23_WS19322_41,2019-11-23,WS19322,41,4,4,4,4,4,4,4,2,2,0,4,4,0,0,4,4,4,4
2019-11-23_WS19322_45,2019-11-23,WS19322,45,7,7,7,7,7,7,7,5,5,0,7,7,0,0,7,7,7,7
2019-11-23_WS19322_51,2019-11-23,WS19322,51,6,6,6,6,6,6,6,5,5,0,6,6,0,0,6,6,6,6
2019-11-23_WS19322_54,2019-11-23,WS19322,54,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,3,3
2019-11-23_WS19322_56,2019-11-23,WS19322,56,2,2,1,2,2,1,2,1,1,0,2,2,0,0,2,1,1,2
2019-11-23_WS19322_57,2019-11-23,WS19322,57,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1
2019-11-23_WS19322_57.1,2019-11-23,WS19322,57.1,4,4,3,4,4,3,4,3,3,0,4,4,0,0,4,3,3,4
2019-11-23_WS19322_57.2,2019-11-23,WS19322,57.2,11,11,11,11,11,11,11,10,10,0,11,11,0,0,11,11,11,11
2019-11-23_WS19322_57.3,2019-11-23,WS19322,57.3,16,16,16,16,16,16,16,15,15,0,16,16,0,0,16,16,16,16
2019-11-23_WS19322_58,2019-11-23,WS19322,58,17,17,17,17,17,17,17,16,16,0,17,17,0,0,17,17,17,17
2019-11-23_WS19322_CAL7,2019-11-23,WS19322,CAL7,20,20,20,20,20,20,20,19,19,0,20,20,0,0,20,20,20,20
2019-11-23_WS19322_CAL8,2019-11-23,WS19322,CAL8,21,21,20,21,21,20,21,19,19,0,21,21,0,0,21,20,20,21
2019-11-24_WS19322_60,2019-11-24,WS19322,60,7,7,7,7,7,7,7,6,6,0,7,7,0,0,7,7,7,7
2019-11-24_WS19322_68,2019-11-24,WS19322,68,5,5,4,5,5,4,5,3,3,0,5,5,0,0,5,4,4,5
2020-01-06_WS20006_2,2020-01-06,WS20006,2,6,6,6,6,6,6,0,4,4,0,6,6,6,6,6,6,6,6
2020-01-06_WS20006_MR,2020-01-06,WS20006,MR,54,54,54,54,54,54,0,54,54,0,54,54,54,54,54,54,54,54
2020-01-07_WS20006_10,2020-01-07,WS20006,10,3,3,2,3,3,2,0,2,2,0,3,3,3,3,3,2,2,3
2020-01-07_WS20006_12,2020-01-07,WS20006,12,59,59,59,59,59,59,0,59,59,0,59,59,59,59,59,59,59,59
2020-01-07_WS20006_16,2020-01-07,WS20006,16,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4
2020-01-07_WS20006_18,2020-01-07,WS20006,18,55,55,54,55,55,54,0,51,51,0,55,55,55,55,55,54,54,55
2020-01-07_WS20006_21.5,2020-01-07,WS20006,21.5,283,283,283,283,283,283,0,283,283,0,283,283,283,283,283,283,283,280
2020-01-07_WS20006_21.5B,2020-01-07,WS20006,21.5B,294,294,293,294,294,293,0,293,293,0,294,294,294,294,294,293,293,292
2020-01-07_WS20006_21/LK,2020-01-07,WS20006,21/LK,72,72,71,72,72,71,0,70,70,0,72,72,72,72,72,71,71,70
2020-01-07_WS20006_9,2020-01-07,WS20006,9,64,64,64,64,64,64,0,64,64,0,64,64,64,64,64,64,64,63
2020-01-07_WS20006_9.5,2020-01-07,WS20006,9.5,239,239,239,239,239,239,0,237,237,0,239,239,239,239,239,239,239,238
2020-01-07_WS20006_KW1,2020-01-07,WS20006,KW1,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9
2020-01-07_WS20006_KW2,2020-01-07,WS20006,KW2,23,23,22,23,23,22,0,21,21,0,23,23,23,23,23,22,22,23
2020-01-07_WS20006_KW4,2020-01-07,WS20006,KW4,35,35,35,35,35,35,0,34,34,0,35,35,35,35,35,35,35,35
2020-01-07_WS20006_WS,2020-01-07,WS20006,WS,40,40,39,40,40,39,0,39,39,0,40,40,40,40,40,39,39,40
2020-01-08_WS20006_30,2020-01-08,WS20006,30,43,43,43,43,43,43,0,42,42,0,43,43,43,43,43,43,43,43
2020-01-08_WS20006_31,2020-01-08,WS20006,31,23,23,23,23,23,23,0,22,22,0,23,23,23,23,23,23,23,23
2020-01-08_WS20006_33,2020-01-08,WS20006,33,12,12,12,12,12,12,0,12,12,0,12,12,12,12,12,12,12,12
2020-01-08_WS20006_CAL1,2020-01-08,WS20006,CAL1,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2020-01-08_WS20006_CAL2,2020-01-08,WS20006,CAL2,9,9,8,9,9,8,0,7,7,0,9,9,9,9,9,8,8,9
2020-01-08_WS20006_CAL3,2020-01-08,WS20006,CAL3,15,15,14,15,15,14,0,14,14,0,15,15,15,15,15,14,14,15
2020-01-08_WS20006_CAL4,2020-01-08,WS20006,CAL4,19,19,19,19,19,19,0,17,17,0,19,19,19,19,19,19,19,19
2020-01-08_WS20006_CAL5,2020-01-08,WS20006,CAL5,33,33,32,33,33,32,0,30,30,0,33,33,33,33,33,32,32,32
2020-01-08_WS20006_CAL6,2020-01-08,WS20006,CAL6,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,51
2020-01-08_WS20006_RP1,2020-01-08,WS20006,RP1,6,6,6,6,6,6,0,4,4,0,6,6,6,6,6,6,6,6
2020-01-08_WS20006_RP2,2020-01-08,WS20006,RP2,9,9,9,9,9,9,0,7,7,0,9,9,9,9,9,9,9,9
2020-01-08_WS20006_RP3,2020-01-08,WS20006,RP3,18,18,18,18,18,18,0,18,18,0,18,18,18,18,18,18,18,18
2020-01-08_WS20006_RP4,2020-01-08,WS20006,RP4,27,27,27,27,27,27,0,26,26,0,27,27,27,27,27,27,27,26
2020-01-09_WS20006_BG2,2020-01-09,WS20006,BG2,19,19,19,19,19,19,0,19,19,0,19,19,19,19,19,19,19,19
2020-01-09_WS20006_BG5,2020-01-09,WS20006,BG5,29,29,29,29,29,29,0,23,23,0,29,29,29,29,29,29,29,27
2020-01-09_WS20006_GP5,2020-01-09,WS20006,GP5,42,42,42,42,42,42,0,40,40,0,42,42,42,42,42,42,42,39
2020-01-09_WS20006_V1,2020-01-09,WS20006,V1,8,8,7,8,8,7,0,6,6,0,8,8,8,8,8,7,7,8
2020-01-09_WS20006_V2,2020-01-09,WS20006,V2,18,18,18,18,18,18,0,17,17,0,18,18,18,18,18,18,18,17
2020-01-09_WS20006_V3,2020-01-09,WS20006,V3,24,24,23,24,24,23,0,22,22,0,24,24,24,24,24,23,23,24
2020-01-09_WS20006_V4,2020-01-09,WS20006,V4,34,34,34,34,34,34,0,32,32,0,34,34,34,34,34,34,34,34
2020-01-09_WS20006_V5,2020-01-09,WS20006,V5,44,44,44,44,44,44,0,42,42,0,44,44,44,44,44,44,44,42
2020-01-09_WS20006_V6,2020-01-09,WS20006,V6,51,51,51,51,51,51,0,49,49,0,51,51,51,51,51,51,51,49
2020-01-09_WS20006_V7,2020-01-09,WS20006,V7,58,58,58,58,58,58,0,55,55,0,58,58,58,58,58,58,58,57
2020-01-09_WS20006_V8,2020-01-09,WS20006,V8,65,65,65,65,65,65,0,61,61,0,65,65,65,65,65,65,65,63
2020-01-09_WS20006_V9,2020-01-09,WS20006,V9,76,76,75,76,76,75,0,73,73,0,76,76,76,76,76,75,75,73
2020-01-10_WS20006_41,2020-01-10,WS20006,41,4,4,3,4,4,3,0,2,2,0,4,4,4,4,4,3,3,4
2020-01-10_WS20006_45,2020-01-10,WS20006,45,6,6,5,6,6,5,0,4,4,0,6,6,6,6,6,5,5,6
2020-01-10_WS20006_51,2020-01-10,WS20006,51,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4
2020-01-10_WS20006_54,2020-01-10,WS20006,54,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0
2020-01-10_WS20006_55,2020-01-10,WS20006,55,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-01-10_WS20006_56,2020-01-10,WS20006,56,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-01-10_WS20006_57,2020-01-10,WS20006,57,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,4
2020-01-10_WS20006_57.1,2020-01-10,WS20006,57.1,7,7,6,7,7,6,0,6,6,0,7,7,7,7,7,6,6,7
2020-01-10_WS20006_57.2,2020-01-10,WS20006,57.2,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14
2020-01-10_WS20006_57.3,2020-01-10,WS20006,57.3,19,19,18,19,19,18,0,17,17,0,19,19,19,19,19,18,18,19
2020-01-11_WS20006_58,2020-01-11,WS20006,58,21,21,20,21,21,20,0,19,19,0,21,21,21,21,21,20,20,20
2020-01-11_WS20006_60,2020-01-11,WS20006,60,8,8,7,8,8,7,0,6,6,0,8,8,8,8,8,7,7,8
2020-01-11_WS20006_64,2020-01-11,WS20006,64,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,0
2020-01-11_WS20006_65,2020-01-11,WS20006,65,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,2
2020-01-11_WS20006_68,2020-01-11,WS20006,68,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-08-18_WS20231_1,2020-08-18,WS20231,1,14,14,13,14,14,13,0,12,12,0,14,0,14,14,14,13,13,14
2020-08-18_WS20231_2,2020-08-18,WS20231,2,9,9,9,9,9,9,0,8,8,0,9,0,9,9,9,9,9,9
2020-08-18_WS20231_3,2020-08-18,WS20231,3,100,100,100,100,100,100,0,99,99,0,100,0,100,100,100,100,100,100
2020-08-18_WS20231_MR,2020-08-18,WS20231,MR,57,57,56,57,57,56,0,56,56,0,57,0,57,57,57,56,56,56
2020-08-19_WS20231_10,2020-08-19,WS20231,10,7,7,7,7,7,7,0,7,7,0,7,0,7,7,7,7,7,6
2020-08-19_WS20231_12,2020-08-19,WS20231,12,58,58,58,58,58,58,0,58,58,0,58,0,58,58,58,58,58,55
2020-08-19_WS20231_16,2020-08-19,WS20231,16,5,5,5,5,5,5,0,5,5,0,5,0,5,5,5,5,5,5
2020-08-19_WS20231_18,2020-08-19,WS20231,18,21,21,21,21,21,21,0,21,21,0,21,0,21,21,21,21,21,21
2020-08-19_WS20231_21/LK,2020-08-19,WS20231,21/LK,69,69,68,69,69,68,0,67,67,0,69,0,69,69,69,68,68,67
2020-08-19_WS20231_22,2020-08-19,WS20231,22,52,52,52,52,52,52,0,51,51,0,52,0,52,52,52,52,52,52
2020-08-19_WS20231_24,2020-08-19,WS20231,24,14,14,14,14,14,14,0,14,14,0,14,0,14,14,14,14,14,14
2020-08-19_WS20231_7,2020-08-19,WS20231,7,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
2020-08-19_WS20231_9,2020-08-19,WS20231,9,65,65,64,65,65,64,0,64,64,0,65,0,65,65,65,64,64,64
2020-08-19_WS20231_9.5,2020-08-19,WS20231,9.5,247,247,247,247,247,247,0,244,244,0,247,0,247,247,247,247,247,246
2020-08-19_WS20231_KW1,2020-08-19,WS20231,KW1,12,12,12,12,12,12,0,12,12,0,12,0,12,12,12,12,12,12
2020-08-19_WS20231_KW2,2020-08-19,WS20231,KW2,22,22,22,22,22,22,0,21,21,0,22,0,22,22,22,22,22,22
2020-08-19_WS20231_KW4,2020-08-19,WS20231,KW4,37,37,36,37,37,36,0,36,36,0,37,0,37,37,37,36,36,37
2020-08-19_WS20231_WS,2020-08-19,WS20231,WS,39,39,38,39,39,38,0,38,38,0,39,0,39,39,39,38,38,39
2020-08-20_WS20231_30,2020-08-20,WS20231,30,44,44,44,44,44,44,0,43,43,0,44,0,44,44,44,44,44,44
2020-08-20_WS20231_31,2020-08-20,WS20231,31,27,27,27,27,27,27,0,26,26,0,27,0,27,27,27,27,27,27
2020-08-20_WS20231_33,2020-08-20,WS20231,33,14,14,13,14,14,13,0,13,13,0,14,0,14,14,14,13,13,14
2020-08-20_WS20231_BG4,2020-08-20,WS20231,BG4,37,37,37,37,37,37,0,35,35,0,37,0,37,37,37,37,37,35
2020-08-20_WS20231_CAL1,2020-08-20,WS20231,CAL1,6,6,6,6,6,6,0,5,5,0,6,0,6,6,6,6,6,5
2020-08-20_WS20231_CAL2,2020-08-20,WS20231,CAL2,10,10,10,10,10,10,0,9,9,0,10,0,10,10,10,10,10,10
2020-08-20_WS20231_CAL3,2020-08-20,WS20231,CAL3,15,15,15,15,15,15,0,15,15,0,15,0,15,15,15,15,15,15
2020-08-20_WS20231_CAL4,2020-08-20,WS20231,CAL4,21,21,21,21,21,21,0,21,21,0,21,0,21,21,21,21,21,21
2020-08-20_WS20231_CAL5,2020-08-20,WS20231,CAL5,32,32,32,32,32,32,0,31,31,0,32,0,32,32,32,32,32,32
2020-08-20_WS20231_CAL6,2020-08-20,WS20231,CAL6,53,53,53,53,53,53,0,52,52,0,53,0,53,53,53,53,53,53
2020-08-20_WS20231_GP5,2020-08-20,WS20231,GP5,46,46,46,46,46,46,0,46,46,0,46,0,46,46,46,46,46,46
2020-08-20_WS20231_RP1,2020-08-20,WS20231,RP1,7,7,7,7,7,7,0,6,6,0,7,0,7,7,7,7,7,7
2020-08-20_WS20231_RP2,2020-08-20,WS20231,RP2,15,15,14,15,15,14,0,12,12,0,15,0,15,15,15,14,14,15
2020-08-20_WS20231_RP3,2020-08-20,WS20231,RP3,21,21,20,21,21,20,0,19,19,0,21,0,21,21,21,20,20,21
2020-08-20_WS20231_RP4,2020-08-20,WS20231,RP4,32,32,32,32,32,32,0,32,32,0,32,0,32,32,32,32,32,32
2020-08-21_WS20231_45,2020-08-21,WS20231,45,11,11,10,11,11,10,0,9,9,0,11,0,11,11,11,10,10,11
2020-08-21_WS20231_49,2020-08-21,WS20231,49,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
2020-08-21_WS20231_51,2020-08-21,WS20231,51,6,6,5,6,6,5,0,4,4,0,6,0,6,6,6,5,5,6
2020-08-21_WS20231_54,2020-08-21,WS20231,54,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
2020-08-21_WS20231_55,2020-08-21,WS20231,55,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
2020-08-21_WS20231_56,2020-08-21,WS20231,56,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
2020-08-21_WS20231_57,2020-08-21,WS20231,57,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
2020-08-21_WS20231_BG2,2020-08-21,WS20231,BG2,20,20,19,20,20,19,0,18,18,0,20,0,20,20,20,19,19,20
2020-08-21_WS20231_BG3,2020-08-21,WS20231,BG3,28,28,28,28,28,28,0,28,28,0,28,0,28,28,28,28,28,27
2020-08-21_WS20231_EB1,2020-08-21,WS20231,EB1,14,14,14,14,14,14,0,14,14,0,14,0,14,14,14,14,14,14
2020-08-21_WS20231_EB2,2020-08-21,WS20231,EB2,27,27,27,27,27,27,0,25,25,0,27,0,27,27,27,27,27,27
2020-08-21_WS20231_GP1.5,2020-08-21,WS20231,GP1.5,14,14,13,14,14,13,0,12,12,0,14,0,14,14,14,13,13,14
2020-08-22_WS20231_57.1,2020-08-22,WS20231,57.1,8,8,8,8,8,8,0,7,7,0,8,0,8,8,8,8,8,7
2020-08-22_WS20231_60,2020-08-22,WS20231,60,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
2020-08-22_WS20231_63,2020-08-22,WS20231,63,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
2020-10-05_WS20279_.002,2020-10-05,WS20279,.002,8,8,8,8,8,8,0,5,5,0,8,8,8,8,8,8,8,8
2020-10-05_WS20279_.MR,2020-10-05,WS20279,.MR,64,64,64,64,64,64,0,64,64,0,64,64,64,64,64,64,64,63
2020-10-06_WS20279_.12,2020-10-06,WS20279,.12,59,59,59,59,59,59,0,57,57,0,59,59,59,59,59,59,59,58
2020-10-06_WS20279_.16,2020-10-06,WS20279,.16,9,9,8,9,9,8,0,7,7,0,9,9,9,9,9,8,8,9
2020-10-06_WS20279_.18,2020-10-06,WS20279,.18,42,42,41,42,42,41,0,38,38,0,42,42,42,42,42,41,41,42
2020-10-06_WS20279_.21LK,2020-10-06,WS20279,.21LK,60,60,59,59,60,59,0,59,59,0,60,60,60,60,60,59,59,57
2020-10-06_WS20279_.30,2020-10-06,WS20279,.30,46,46,45,46,46,45,0,44,44,0,46,46,46,46,46,45,45,45
2020-10-06_WS20279_.7,2020-10-06,WS20279,.7,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
2020-10-06_WS20279_.9,2020-10-06,WS20279,.9,60,60,60,60,60,60,0,58,58,0,60,60,60,60,60,60,60,60
2020-10-06_WS20279_.9_5,2020-10-06,WS20279,.9,243,243,242,243,243,242,0,241,241,0,243,243,243,243,243,242,242,241
2020-10-06_WS20279_.KW1,2020-10-06,WS20279,.KW1,14,14,14,14,14,14,0,14,14,0,14,14,14,14,14,14,14,13
2020-10-06_WS20279_.KW2,2020-10-06,WS20279,.KW2,25,25,25,25,25,25,0,24,24,0,25,25,25,25,25,25,25,25
2020-10-06_WS20279_.KW4,2020-10-06,WS20279,.KW4,39,39,39,39,39,39,0,37,37,0,39,39,39,39,39,39,39,37
2020-10-06_WS20279_.WS,2020-10-06,WS20279,.WS,42,42,42,42,42,42,0,39,39,0,42,42,42,42,42,42,42,42
2020-10-07_WS20279_.31,2020-10-07,WS20279,.31,25,25,25,25,25,25,0,24,24,0,25,25,25,25,25,25,25,25
2020-10-08_WS20279_.CAL1,2020-10-08,WS20279,.CAL1,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3
2020-10-08_WS20279_.CAL2,2020-10-08,WS20279,.CAL2,11,11,10,11,11,10,0,10,10,0,11,11,11,11,11,10,10,11
2020-10-08_WS20279_.CAL3,2020-10-08,WS20279,.CAL3,16,16,16,16,16,16,0,15,15,0,16,16,16,16,16,16,16,15
2020-10-08_WS20279_.CAL4,2020-10-08,WS20279,.CAL4,23,23,23,23,23,23,0,23,23,0,23,23,23,23,23,23,23,22
2020-10-08_WS20279_.CAL5,2020-10-08,WS20279,.CAL5,34,34,34,34,34,34,0,32,32,0,34,34,34,34,34,34,34,33
2020-10-09_WS20279_.BG2,2020-10-09,WS20279,.BG2,22,22,22,22,22,22,0,22,22,0,22,22,22,22,22,22,22,20
2020-10-09_WS20279_.BG3,2020-10-09,WS20279,.BG3,28,28,27,28,28,27,0,25,25,0,28,28,28,28,28,27,27,27
2020-10-09_WS20279_.BG4,2020-10-09,WS20279,.BG4,36,36,36,36,36,36,0,34,34,0,36,36,36,36,36,36,36,36
2020-10-09_WS20279_.CAL6,2020-10-09,WS20279,.CAL6,57,57,56,57,57,56,0,53,53,0,57,57,57,57,57,56,56,56
2020-10-09_WS20279_.GP5,2020-10-09,WS20279,.GP5,49,49,48,49,49,48,0,46,46,0,49,49,49,49,49,48,48,48
2020-10-09_WS20279_.RP1,2020-10-09,WS20279,.RP1,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9
2020-10-09_WS20279_.RP2,2020-10-09,WS20279,.RP2,14,14,14,14,14,14,0,14,14,0,14,14,14,14,14,14,14,13
2020-10-09_WS20279_.RP3,2020-10-09,WS20279,.RP3,24,24,24,24,24,24,0,22,22,0,24,24,24,24,24,24,24,22
2020-10-09_WS20279_.RP4,2020-10-09,WS20279,.RP4,30,30,29,30,30,29,0,28,28,0,30,30,30,30,30,29,29,30
2020-10-09_WS20279_.V1,2020-10-09,WS20279,.V1,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8
2020-10-09_WS20279_.V2,2020-10-09,WS20279,.V2,20,20,19,20,20,19,0,19,19,0,20,20,20,20,20,19,19,20
2020-10-09_WS20279_.V3,2020-10-09,WS20279,.V3,26,26,25,26,26,25,0,24,24,0,26,26,26,26,26,25,25,26
2020-10-09_WS20279_.V4,2020-10-09,WS20279,.V4,35,35,34,35,35,34,0,33,33,0,35,35,35,35,35,34,34,35
2020-10-09_WS20279_.V5,2020-10-09,WS20279,.V5,44,44,44,44,44,44,0,41,41,0,44,44,44,44,44,44,44,44
2020-10-09_WS20279_.V6,2020-10-09,WS20279,.V6,51,51,51,51,51,51,0,51,51,0,51,51,51,51,51,51,51,51
2020-10-09_WS20279_.V7,2020-10-09,WS20279,.V7,56,56,56,56,56,56,0,56,56,0,56,56,56,56,56,56,56,55
2020-10-09_WS20279_.V8,2020-10-09,WS20279,.V8,65,65,64,65,65,64,0,64,64,0,65,65,65,65,65,64,64,63
2020-10-09_WS20279_.V9,2020-10-09,WS20279,.V9,79,79,78,79,79,78,0,75,75,0,79,79,79,79,79,78,78,77
2020-10-10_WS20279_.AMI1,2020-10-10,WS20279,.AMI1,10,10,9,10,10,9,0,8,8,0,10,10,10,10,10,9,9,10
2020-10-10_WS20279_.AMI2,2020-10-10,WS20279,.AMI2,18,18,18,18,18,18,0,18,18,0,18,18,18,18,18,18,18,18
2020-10-10_WS20279_.AMI3,2020-10-10,WS20279,.AMI3,30,30,30,30,30,30,0,29,29,0,30,30,30,30,30,30,30,30
2020-10-10_WS20279_.AMI4,2020-10-10,WS20279,.AMI4,40,40,39,40,40,39,0,37,37,0,40,40,40,40,40,39,39,40
2020-10-10_WS20279_.AMI5,2020-10-10,WS20279,.AMI5,57,57,56,57,57,56,0,55,55,0,57,57,57,57,57,56,56,54
2020-10-10_WS20279_.AMI6,2020-10-10,WS20279,.AMI6,68,68,67,68,68,67,0,65,65,0,68,68,68,68,68,67,67,65
2020-10-10_WS20279_.AMI7,2020-10-10,WS20279,.AMI7,77,77,76,77,77,76,0,74,74,0,77,77,77,77,77,76,76,72
2020-10-10_WS20279_.AMI8,2020-10-10,WS20279,.AMI8,88,88,88,88,88,88,0,86,86,0,88,88,88,88,88,88,88,86
2020-10-10_WS20279_.AMI9,2020-10-10,WS20279,.AMI9,94,94,94,94,94,94,0,92,92,0,94,94,94,94,94,94,94,90
2020-10-10_WS20279_.TB1,2020-10-10,WS20279,.TB1,8,8,8,8,8,8,0,6,6,0,8,8,8,8,8,8,8,8
2020-10-10_WS20279_.TB10,2020-10-10,WS20279,.TB10,72,72,71,72,72,71,0,69,69,0,72,72,72,72,72,71,71,70
2020-10-10_WS20279_.TB11,2020-10-10,WS20279,.TB11,89,89,89,86,89,89,0,86,86,0,89,89,89,89,89,89,89,85
2020-10-10_WS20279_.TB2,2020-10-10,WS20279,.TB2,18,18,18,18,18,18,0,16,16,0,18,18,18,18,18,18,18,18
2020-10-10_WS20279_.TB3,2020-10-10,WS20279,.TB3,23,23,23,23,23,23,0,21,21,0,23,23,23,23,23,23,23,23
2020-10-10_WS20279_.TB4,2020-10-10,WS20279,.TB4,39,39,39,39,39,39,0,36,36,0,39,39,39,39,39,39,39,39
2020-10-10_WS20279_.TB5,2020-10-10,WS20279,.TB5,58,58,57,58,58,57,0,54,54,0,58,58,58,58,58,57,57,56
2020-10-11_WS20279_.41,2020-10-11,WS20279,.41,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8
2020-10-11_WS20279_.45,2020-10-11,WS20279,.45,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9
2020-10-11_WS20279_.51,2020-10-11,WS20279,.51,5,5,4,5,5,4,0,3,3,0,5,5,5,5,5,4,4,5
2020-10-11_WS20279_.53,2020-10-11,WS20279,.53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-10-11_WS20279_.54,2020-10-11,WS20279,.54,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2
2020-10-11_WS20279_.55,2020-10-11,WS20279,.55,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-10-11_WS20279_.57,2020-10-11,WS20279,.57,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2020-10-11_WS20279_.571,2020-10-11,WS20279,.571,7,7,7,7,7,7,0,6,6,0,7,7,7,7,7,7,7,7
2020-10-11_WS20279_.572,2020-10-11,WS20279,.572,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12
2020-10-12_WS20279_.573,2020-10-12,WS20279,.573,19,19,18,19,19,18,0,16,16,0,19,19,19,19,19,18,18,19
2020-10-12_WS20279_.58,2020-10-12,WS20279,.58,20,20,20,20,20,20,0,19,19,0,20,20,20,20,20,20,20,20
2020-10-12_WS20279_.60,2020-10-12,WS20279,.60,10,10,9,10,10,9,0,8,8,0,10,10,10,10,10,9,9,10
2020-10-12_WS20279_.64,2020-10-12,WS20279,.64,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-10-12_WS20279_.68,2020-10-12,WS20279,.68,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2020-12-07_WS20342_.2,2020-12-07,WS20342,.2,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10
2020-12-08_WS20342_.10,2020-12-08,WS20342,.10,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2
2020-12-08_WS20342_.16,2020-12-08,WS20342,.16,5,5,4,5,5,4,0,2,2,0,5,5,5,5,5,4,4,5
2020-12-08_WS20342_.60,2020-12-08,WS20342,.60,4,4,4,4,4,4,0,2,2,0,4,4,4,4,4,4,4,4
2020-12-08_WS20342_.64,2020-12-08,WS20342,.64,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
2020-12-08_WS20342_.68,2020-12-08,WS20342,.68,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3
2020-12-08_WS20342_.7,2020-12-08,WS20342,.7,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,5
2020-12-09_WS20342_.31,2020-12-09,WS20342,.31,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19
2020-12-09_WS20342_.41,2020-12-09,WS20342,.41,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6
2020-12-09_WS20342_.47,2020-12-09,WS20342,.47,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5
2020-12-09_WS20342_.49,2020-12-09,WS20342,.49,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-12-09_WS20342_.51,2020-12-09,WS20342,.51,5,5,5,5,5,5,0,3,3,0,5,5,5,5,5,5,5,5
2020-12-09_WS20342_.53,2020-12-09,WS20342,.53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-12-09_WS20342_.55,2020-12-09,WS20342,.55,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
2020-12-09_WS20342_.56,2020-12-09,WS20342,.56,4,4,3,4,4,3,0,2,2,0,4,4,4,4,4,3,3,4
2020-12-09_WS20342_.57,2020-12-09,WS20342,.57,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3
2020-12-09_WS20342_.57_1,2020-12-09,WS20342,.57,5,5,4,5,5,4,0,3,3,0,5,5,5,5,5,4,4,5
