new_key,date,cruise_id,station,event_n,DIC_umol_kg,TA_umol_kg,pH_measured,pH_calculated,pCO2_uatm,Aragonite_Sat_W,Salinity_Bottle,Temperature_C,Pressure_db
WS21338#2021-12-04 20:12:00#5.5,2021-12-04 20:12:00,WS21338,5.5,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 21:35:00#MR,2021-12-04 21:35:00,WS21338,MR,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 23:11:00#UK_OFF,2021-12-04 23:11:00,WS21338,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 23:23:00#UK_MID,2021-12-04 23:23:00,WS21338,UK_MID,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-04 23:33:00#UK_IN,2021-12-04 23:33:00,WS21338,UK_IN,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 01:13:00#7,2021-12-05 01:13:00,WS21338,7,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 01:35:00#8,2021-12-05 01:35:00,WS21338,8,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 01:55:00#9,2021-12-05 01:55:00,WS21338,9,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 02:38:00#9.5,2021-12-05 02:38:00,WS21338,9.5,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 04:25:00#12,2021-12-05 04:25:00,WS21338,12,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 04:55:00#11,2021-12-05 04:55:00,WS21338,11,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 05:15:00#10,2021-12-05 05:15:00,WS21338,10,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 06:42:00#13,2021-12-05 06:42:00,WS21338,13,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 06:56:00#14,2021-12-05 06:56:00,WS21338,14,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 07:11:00#15,2021-12-05 07:11:00,WS21338,15,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 07:35:00#15.5,2021-12-05 07:35:00,WS21338,15.5,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 09:10:00#18,2021-12-05 09:10:00,WS21338,18,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 09:39:00#17,2021-12-05 09:39:00,WS21338,17,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 10:00:00#16,2021-12-05 10:00:00,WS21338,16,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 11:38:00#19,2021-12-05 11:38:00,WS21338,19,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 11:52:00#20,2021-12-05 11:52:00,WS21338,20,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 12:30:00#21LK,2021-12-05 12:30:00,WS21338,21LK,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 13:08:00#21.5,2021-12-05 13:08:00,WS21338,21.5,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 16:11:00#WS,2021-12-05 16:11:00,WS21338,WS,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 17:17:00#22.5,2021-12-05 17:17:00,WS21338,22.5,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 17:42:00#22,2021-12-05 17:42:00,WS21338,22,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 17:55:00#23,2021-12-05 17:55:00,WS21338,23,1,1,1,1,1,1,1,1,1,1
WS21338#2021-12-05 18:18:00#24,2021-12-05 18:18:00,WS21338,24,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 15:07:00#1,2022-01-22 15:07:00,WS22022,1,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 15:21:00#2,2022-01-22 15:21:00,WS22022,2,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 15:36:00#3,2022-01-22 15:36:00,WS22022,3,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 18:06:00#EK_IN,2022-01-22 18:06:00,WS22022,EK_IN,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 18:23:00#EK_MID,2022-01-22 18:23:00,WS22022,EK_MID,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 18:40:00#EK_OFF,2022-01-22 18:40:00,WS22022,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 21:02:00#6.5,2022-01-22 21:02:00,WS22022,6.5,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 21:14:00#6,2022-01-22 21:14:00,WS22022,6,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 21:24:00#5.5,2022-01-22 21:24:00,WS22022,5.5,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-22 22:14:00#MR,2022-01-22 22:14:00,WS22022,MR,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 00:09:00#UK_OFF,2022-01-23 00:09:00,WS22022,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 00:21:00#UK_MID,2022-01-23 00:21:00,WS22022,UK_MID,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 00:30:00#UK_IN,2022-01-23 00:30:00,WS22022,UK_IN,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 02:05:00#7,2022-01-23 02:05:00,WS22022,7,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 02:27:00#8,2022-01-23 02:27:00,WS22022,8,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 02:46:00#9,2022-01-23 02:46:00,WS22022,9,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 03:27:00#9.5,2022-01-23 03:27:00,WS22022,9.5,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 04:49:00#12,2022-01-23 04:49:00,WS22022,12,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 05:18:00#11,2022-01-23 05:18:00,WS22022,11,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 05:38:00#10,2022-01-23 05:38:00,WS22022,10,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 07:04:00#13,2022-01-23 07:04:00,WS22022,13,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 07:17:00#14,2022-01-23 07:17:00,WS22022,14,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 07:31:00#15,2022-01-23 07:31:00,WS22022,15,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 07:54:00#15.5,2022-01-23 07:54:00,WS22022,15.5,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 09:18:00#18,2022-01-23 09:18:00,WS22022,18,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 09:44:00#17,2022-01-23 09:44:00,WS22022,17,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 10:04:00#16,2022-01-23 10:04:00,WS22022,16,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 11:41:00#19,2022-01-23 11:41:00,WS22022,19,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 11:56:00#20,2022-01-23 11:56:00,WS22022,20,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 12:32:00#21LK,2022-01-23 12:32:00,WS22022,21LK,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 13:02:00#21.5,2022-01-23 13:02:00,WS22022,21.5,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 15:40:00#WS,2022-01-23 15:40:00,WS22022,WS,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 16:48:00#22.5,2022-01-23 16:48:00,WS22022,22.5,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 17:13:00#22,2022-01-23 17:13:00,WS22022,22,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 17:26:00#23,2022-01-23 17:26:00,WS22022,23,1,1,1,1,1,1,1,1,1,1
WS22022#2022-01-23 17:49:00#24,2022-01-23 17:49:00,WS22022,24,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-13 16:09:00#4,2022-03-13 16:09:00,WS22072,4,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-13 16:21:00#5,2022-03-13 16:21:00,WS22072,5,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 16:17:00#24,2022-03-18 16:17:00,WS22072,24,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 16:39:00#23,2022-03-18 16:39:00,WS22072,23,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 16:52:00#22,2022-03-18 16:52:00,WS22072,22,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 17:18:00#22.5,2022-03-18 17:18:00,WS22072,22.5,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 18:27:00#WS,2022-03-18 18:27:00,WS22072,WS,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 20:53:00#21.5,2022-03-18 20:53:00,WS22072,21.5,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 21:31:00#21LK,2022-03-18 21:31:00,WS22072,21LK,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 22:09:00#20,2022-03-18 22:09:00,WS22072,20,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-18 22:23:00#19,2022-03-18 22:23:00,WS22072,19,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 00:06:00#16,2022-03-19 00:06:00,WS22072,16,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 00:29:00#17,2022-03-19 00:29:00,WS22072,17,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 00:50:00#18,2022-03-19 00:50:00,WS22072,18,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 02:18:00#15.5,2022-03-19 02:18:00,WS22072,15.5,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 02:43:00#15,2022-03-19 02:43:00,WS22072,15,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 02:57:00#14,2022-03-19 02:57:00,WS22072,14,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 03:11:00#13,2022-03-19 03:11:00,WS22072,13,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 04:39:00#10,2022-03-19 04:39:00,WS22072,10,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 05:02:00#11,2022-03-19 05:02:00,WS22072,11,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 05:33:00#12,2022-03-19 05:33:00,WS22072,12,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 06:44:00#9.5,2022-03-19 06:44:00,WS22072,9.5,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 07:26:00#9,2022-03-19 07:26:00,WS22072,9,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 07:49:00#8,2022-03-19 07:49:00,WS22072,8,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 08:06:00#7,2022-03-19 08:06:00,WS22072,7,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 09:45:00#UK_IN,2022-03-19 09:45:00,WS22072,UK_IN,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 09:54:00#UK_MID,2022-03-19 09:54:00,WS22072,UK_MID,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 10:07:00#UK_OFF,2022-03-19 10:07:00,WS22072,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 11:28:00#MR,2022-03-19 11:28:00,WS22072,MR,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 12:27:00#6.5,2022-03-19 12:27:00,WS22072,6.5,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 12:54:00#6,2022-03-19 12:54:00,WS22072,6,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 13:06:00#5.5,2022-03-19 13:06:00,WS22072,5.5,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 17:01:00#EK_OFF,2022-03-19 17:01:00,WS22072,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 17:33:00#EK_MID,2022-03-19 17:33:00,WS22072,EK_MID,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 18:06:00#EK_IN,2022-03-19 18:06:00,WS22072,EK_IN,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 22:04:00#3,2022-03-19 22:04:00,WS22072,3,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 22:30:00#2,2022-03-19 22:30:00,WS22072,2,1,1,1,1,1,1,1,1,1,1
WS22072#2022-03-19 22:46:00#1,2022-03-19 22:46:00,WS22072,1,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 09:50:00#1,2022-05-21 09:50:00,WS22141,1,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 10:10:00#2,2022-05-21 10:10:00,WS22141,2,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 10:15:00#3,2022-05-21 10:15:00,WS22141,3,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 13:44:00#EK_IN,2022-05-21 13:44:00,WS22141,EK_IN,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 14:03:00#EK_MID,2022-05-21 14:03:00,WS22141,EK_MID,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 14:24:00#EK_OFF,2022-05-21 14:24:00,WS22141,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 17:00:00#4,2022-05-21 17:00:00,WS22141,4,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 17:13:00#5,2022-05-21 17:13:00,WS22141,5,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 18:43:00#MR,2022-05-21 18:43:00,WS22141,MR,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 20:14:00#UK_OFF,2022-05-21 20:14:00,WS22141,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 20:27:00#UK_MID,2022-05-21 20:27:00,WS22141,UK_MID,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 20:37:00#UK_IN,2022-05-21 20:37:00,WS22141,UK_IN,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 22:23:00#7,2022-05-21 22:23:00,WS22141,7,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 22:47:00#8,2022-05-21 22:47:00,WS22141,8,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 23:08:00#9,2022-05-21 23:08:00,WS22141,9,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-21 23:54:00#9.5,2022-05-21 23:54:00,WS22141,9.5,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 01:34:00#12,2022-05-22 01:34:00,WS22141,12,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 02:04:00#11,2022-05-22 02:04:00,WS22141,11,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 02:28:00#10,2022-05-22 02:28:00,WS22141,10,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 03:56:00#13,2022-05-22 03:56:00,WS22141,13,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 04:14:00#14,2022-05-22 04:14:00,WS22141,14,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 04:33:00#15,2022-05-22 04:33:00,WS22141,15,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 05:09:00#15.5,2022-05-22 05:09:00,WS22141,15.5,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 07:01:00#18,2022-05-22 07:01:00,WS22141,18,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 07:27:00#17,2022-05-22 07:27:00,WS22141,17,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 07:57:00#16,2022-05-22 07:57:00,WS22141,16,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 10:01:00#19,2022-05-22 10:01:00,WS22141,19,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 10:12:00#20,2022-05-22 10:12:00,WS22141,20,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 10:52:00#21LK,2022-05-22 10:52:00,WS22141,21LK,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 11:48:00#21.5,2022-05-22 11:48:00,WS22141,21.5,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 15:16:00#WS,2022-05-22 15:16:00,WS22141,WS,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 16:41:00#22.5,2022-05-22 16:41:00,WS22141,22.5,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 17:13:00#22,2022-05-22 17:13:00,WS22141,22,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 17:30:00#23,2022-05-22 17:30:00,WS22141,23,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-22 17:56:00#24,2022-05-22 17:56:00,WS22141,24,1,1,1,1,1,1,1,1,1,1
WS22141#2022-05-27 21:39:00#6.5,2022-05-27 21:39:00,WS22141,6.5,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 11:05:00#1,2022-10-08 11:05:00,WS22281,1,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 11:20:00#2,2022-10-08 11:20:00,WS22281,2,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 11:46:00#3,2022-10-08 11:46:00,WS22281,3,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 14:03:00#EK_IN,2022-10-08 14:03:00,WS22281,EK_IN,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 14:17:00#EK_MID,2022-10-08 14:17:00,WS22281,EK_MID,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 14:32:00#EK_OFF,2022-10-08 14:32:00,WS22281,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 16:16:00#6.5,2022-10-08 16:16:00,WS22281,6.5,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 16:30:00#6,2022-10-08 16:30:00,WS22281,6,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 16:39:00#5.5,2022-10-08 16:39:00,WS22281,5.5,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 17:30:00#MR,2022-10-08 17:30:00,WS22281,MR,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 19:09:00#UK_OFF,2022-10-08 19:09:00,WS22281,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 19:20:00#UK_MID,2022-10-08 19:20:00,WS22281,UK_MID,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 19:30:00#UK_IN,2022-10-08 19:30:00,WS22281,UK_IN,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 21:01:00#7,2022-10-08 21:01:00,WS22281,7,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 21:18:00#8,2022-10-08 21:18:00,WS22281,8,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 21:38:00#9,2022-10-08 21:38:00,WS22281,9,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 22:16:00#9.5,2022-10-08 22:16:00,WS22281,9.5,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-08 23:39:00#12,2022-10-08 23:39:00,WS22281,12,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 00:05:00#11,2022-10-09 00:05:00,WS22281,11,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 00:28:00#10,2022-10-09 00:28:00,WS22281,10,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 01:56:00#13,2022-10-09 01:56:00,WS22281,13,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 02:10:00#14,2022-10-09 02:10:00,WS22281,14,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 02:24:00#15,2022-10-09 02:24:00,WS22281,15,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 02:49:00#15.5,2022-10-09 02:49:00,WS22281,15.5,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 04:07:00#18,2022-10-09 04:07:00,WS22281,18,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 04:42:00#17,2022-10-09 04:42:00,WS22281,17,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 05:05:00#16,2022-10-09 05:05:00,WS22281,16,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 06:41:00#19,2022-10-09 06:41:00,WS22281,19,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 06:56:00#20,2022-10-09 06:56:00,WS22281,20,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 07:23:00#21LK,2022-10-09 07:23:00,WS22281,21LK,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 08:09:00#21.25,2022-10-09 08:09:00,WS22281,21.25,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 08:20:00#21.5,2022-10-09 08:20:00,WS22281,21.5,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 10:47:00#WS,2022-10-09 10:47:00,WS22281,WS,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 12:01:00#22.5,2022-10-09 12:01:00,WS22281,22.5,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 12:29:00#22,2022-10-09 12:29:00,WS22281,22,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 12:42:00#23,2022-10-09 12:42:00,WS22281,23,1,1,1,1,1,1,1,1,1,1
WS22281#2022-10-09 13:05:00#24,2022-10-09 13:05:00,WS22281,24,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 16:28:00#24,2022-12-08 16:28:00,WS22337,24,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 16:47:00#23,2022-12-08 16:47:00,WS22337,23,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 17:00:00#22,2022-12-08 17:00:00,WS22337,22,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 17:23:00#22.5,2022-12-08 17:23:00,WS22337,22.5,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 18:29:00#WS,2022-12-08 18:29:00,WS22337,WS,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 21:01:00#21.5,2022-12-08 21:01:00,WS22337,21.5,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 21:27:00#21LK,2022-12-08 21:27:00,WS22337,21LK,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 22:07:00#20,2022-12-08 22:07:00,WS22337,20,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-08 22:21:00#19,2022-12-08 22:21:00,WS22337,19,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 00:21:00#17,2022-12-09 00:21:00,WS22337,17,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 00:41:00#18,2022-12-09 00:41:00,WS22337,18,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 02:11:00#15.5,2022-12-09 02:11:00,WS22337,15.5,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 02:34:00#15,2022-12-09 02:34:00,WS22337,15,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 02:47:00#14,2022-12-09 02:47:00,WS22337,14,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 03:00:00#13,2022-12-09 03:00:00,WS22337,13,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 04:18:00#10,2022-12-09 04:18:00,WS22337,10,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 04:37:00#11,2022-12-09 04:37:00,WS22337,11,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 05:00:00#12,2022-12-09 05:00:00,WS22337,12,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 06:10:00#9.5,2022-12-09 06:10:00,WS22337,9.5,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 06:53:00#9,2022-12-09 06:53:00,WS22337,9,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 07:17:00#8,2022-12-09 07:17:00,WS22337,8,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 07:33:00#7,2022-12-09 07:33:00,WS22337,7,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 09:12:00#UK_IN,2022-12-09 09:12:00,WS22337,UK_IN,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 09:21:00#UK_MID,2022-12-09 09:21:00,WS22337,UK_MID,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 09:33:00#UK_OFF,2022-12-09 09:33:00,WS22337,UK_OFF,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 11:09:00#6.5,2022-12-09 11:09:00,WS22337,6.5,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 11:21:00#6,2022-12-09 11:21:00,WS22337,6,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 11:30:00#5.5,2022-12-09 11:30:00,WS22337,5.5,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 12:20:00#MR,2022-12-09 12:20:00,WS22337,MR,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 13:35:00#5,2022-12-09 13:35:00,WS22337,5,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 13:46:00#4,2022-12-09 13:46:00,WS22337,4,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 15:35:00#EK_IN,2022-12-09 15:35:00,WS22337,EK_IN,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 15:47:00#EK_MID,2022-12-09 15:47:00,WS22337,EK_MID,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 15:59:00#EK_OFF,2022-12-09 15:59:00,WS22337,EK_OFF,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 18:02:00#3,2022-12-09 18:02:00,WS22337,3,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 18:10:00#2,2022-12-09 18:10:00,WS22337,2,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09 18:25:00#1,2022-12-09 18:25:00,WS22337,1,1,1,1,1,1,1,1,1,1,1
WS22337#2022-12-09#16,2022-12-09,WS22337,16,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 12:48:00#16,2023-01-11 12:48:00,WS23011,16,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 13:09:00#17,2023-01-11 13:09:00,WS23011,17,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 13:30:00#18,2023-01-11 13:30:00,WS23011,18,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 15:08:00#19,2023-01-11 15:08:00,WS23011,19,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 15:21:00#20,2023-01-11 15:21:00,WS23011,20,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 15:50:00#21LK,2023-01-11 15:50:00,WS23011,21LK,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 16:38:00#21.5,2023-01-11 16:38:00,WS23011,21.5,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 18:43:00#WS,2023-01-11 18:43:00,WS23011,WS,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 19:56:00#22.5,2023-01-11 19:56:00,WS23011,22.5,1,1,1,1,1,1,1,1,1,1
WS23011#2023-01-11 20:14:00#22,2023-01-11 20:14:00,WS23011,22,1,1,1,1,1,1,1,1,1,1
